country_id,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
USA,62.62021,-145.97232,333.73,1.22,1.1,2025-06-22,538,Terra,MODIS,89,6.1NRT,283.23,46.2,D
USA,62.62168,-145.98004,326.48,1.22,1.1,2025-06-22,538,Terra,MODIS,84,6.1NRT,282.11,34.71,D
USA,62.6259,-145.95851,321.91,1.21,1.1,2025-06-22,538,Terra,MODIS,81,6.1NRT,283.23,27.82,D
USA,62.76211,-145.05786,321.56,1.15,1.07,2025-06-22,538,Terra,MODIS,61,6.1NRT,286.33,25.59,D
USA,63.12203,-141.2122,328.59,1.01,1,2025-06-22,538,Terra,MODIS,59,6.1NRT,289.58,24.33,D
USA,63.12488,-141.19357,342.71,1.01,1,2025-06-22,538,Terra,MODIS,70,6.1NRT,289.38,45.76,D
USA,63.18166,-143.06192,322.9,1.05,1.02,2025-06-22,538,Terra,MODIS,82,6.1NRT,293.13,21.09,D
USA,63.1849,-143.0426,306.16,1.04,1.02,2025-06-22,538,Terra,MODIS,41,6.1NRT,292.05,6.47,D
USA,63.19019,-143.069,328.43,1.05,1.02,2025-06-22,538,Terra,MODIS,86,6.1NRT,293.13,27.59,D
USA,63.19342,-143.04967,321.74,1.04,1.02,2025-06-22,538,Terra,MODIS,81,6.1NRT,292.19,19.71,D
USA,63.24031,-143.11461,330.78,1.05,1.02,2025-06-22,538,Terra,MODIS,50,6.1NRT,294.56,28.38,D
USA,63.2488,-143.1219,317.91,1.05,1.02,2025-06-22,538,Terra,MODIS,74,6.1NRT,294.37,15.9,D
USA,63.2519,-143.10335,323.03,1.04,1.02,2025-06-22,538,Terra,MODIS,66,6.1NRT,296.58,20.38,D
USA,63.25723,-143.12953,338.37,1.05,1.02,2025-06-22,538,Terra,MODIS,84,6.1NRT,294.9,40.59,D
USA,63.40881,-141.77361,329.67,1.01,1.01,2025-06-22,538,Terra,MODIS,27,6.1NRT,292.85,25.84,D
USA,63.42433,-141.98344,314.26,1.01,1.01,2025-06-22,538,Terra,MODIS,38,6.1NRT,289.01,12.59,D
USA,63.43416,-141.79362,338.44,1.01,1.01,2025-06-22,538,Terra,MODIS,44,6.1NRT,299.4,30.75,D
USA,63.43453,-141.73016,358.48,1.01,1,2025-06-22,538,Terra,MODIS,99,6.1NRT,297.23,79.56,D
USA,63.44776,-141.89481,346.2,1.01,1.01,2025-06-22,538,Terra,MODIS,91,6.1NRT,297.14,53.93,D
USA,63.44814,-141.83156,326.8,1.01,1.01,2025-06-22,538,Terra,MODIS,69,6.1NRT,293.12,24.41,D
USA,63.4507,-141.87596,336.45,1.01,1.01,2025-06-22,538,Terra,MODIS,68,6.1NRT,294.45,36.58,D
USA,63.4511,-141.81258,324.29,1.01,1.01,2025-06-22,538,Terra,MODIS,83,6.1NRT,290.33,22.23,D
USA,63.45325,-141.92039,345.65,1.01,1.01,2025-06-22,538,Terra,MODIS,90,6.1NRT,288.65,52.55,D
USA,63.45365,-141.85709,340.79,1.01,1.01,2025-06-22,538,Terra,MODIS,92,6.1NRT,293.21,45.03,D
USA,63.45406,-141.79359,307.34,1.01,1.01,2025-06-22,538,Terra,MODIS,39,6.1NRT,286.97,7.66,D
USA,63.45662,-141.83812,322.47,1.01,1.01,2025-06-22,538,Terra,MODIS,79,6.1NRT,288.7,20.14,D
USA,63.53438,-143.72313,321.43,1.06,1.03,2025-06-22,538,Terra,MODIS,81,6.1NRT,290.32,20.85,D
USA,63.5377,-143.70364,336.96,1.06,1.03,2025-06-22,538,Terra,MODIS,90,6.1NRT,291.34,42.47,D
USA,63.541,-143.6843,310.43,1.05,1.03,2025-06-22,538,Terra,MODIS,60,6.1NRT,288.57,10.36,D
USA,63.54237,-152.06137,305.88,1.68,1.27,2025-06-22,540,Terra,MODIS,54,6.1NRT,280.59,18.53,D
USA,63.79316,-144.3143,414.72,1.07,1.03,2025-06-22,540,Terra,MODIS,94,6.1NRT,291.75,384.64,D
USA,63.80106,-144.37326,327.38,1.07,1.03,2025-06-22,540,Terra,MODIS,70,6.1NRT,288.32,27.83,D
USA,63.80178,-144.32159,352.08,1.07,1.03,2025-06-22,540,Terra,MODIS,54,6.1NRT,292.5,67.86,D
USA,63.8046,-144.353,322.96,1.07,1.03,2025-06-22,540,Terra,MODIS,71,6.1NRT,289.01,23.18,D
USA,63.80811,-144.33286,310.92,1.07,1.03,2025-06-22,540,Terra,MODIS,53,6.1NRT,287.96,11.7,D
USA,63.8454,-144.45987,304.13,1.07,1.03,2025-06-22,540,Terra,MODIS,48,6.1NRT,286.01,6.38,D
USA,63.84885,-144.44,313.5,1.07,1.03,2025-06-22,540,Terra,MODIS,74,6.1NRT,288.1,13.51,D
USA,63.86087,-144.42778,340.23,1.07,1.03,2025-06-22,540,Terra,MODIS,92,6.1NRT,295.68,45.4,D
USA,63.86447,-144.40697,334.97,1.07,1.03,2025-06-22,540,Terra,MODIS,88,6.1NRT,292.24,36.3,D
USA,63.86802,-144.38646,336.69,1.07,1.03,2025-06-22,540,Terra,MODIS,90,6.1NRT,287.67,41.52,D
USA,63.87304,-144.41457,374.04,1.07,1.03,2025-06-22,540,Terra,MODIS,94,6.1NRT,305.13,141.93,D
USA,63.87659,-144.394,383.53,1.07,1.03,2025-06-22,540,Terra,MODIS,87,6.1NRT,300.76,184,D
USA,63.8801,-144.37369,340.09,1.07,1.03,2025-06-22,540,Terra,MODIS,69,6.1NRT,274.99,46.93,D
USA,63.98206,-142.64677,316.37,1.02,1.01,2025-06-22,540,Terra,MODIS,72,6.1NRT,284.06,16.36,D
USA,64.01718,-142.55058,320.14,1.02,1.01,2025-06-22,540,Terra,MODIS,75,6.1NRT,287.98,18.24,D
USA,64.02027,-142.53108,316.19,1.01,1.01,2025-06-22,540,Terra,MODIS,57,6.1NRT,287.59,14.62,D
USA,64.02485,-142.62282,310.51,1.02,1.01,2025-06-22,540,Terra,MODIS,63,6.1NRT,286.92,10.99,D
USA,64.02632,-142.73384,322.85,1.02,1.01,2025-06-22,540,Terra,MODIS,82,6.1NRT,287.66,22.34,D
USA,64.0294,-142.71451,313.48,1.02,1.01,2025-06-22,540,Terra,MODIS,74,6.1NRT,287.1,13.64,D
USA,64.13846,-147.19917,306.53,1.19,1.09,2025-06-22,540,Terra,MODIS,55,6.1NRT,287.45,9.61,D
USA,64.14275,-147.177,318.22,1.19,1.09,2025-06-22,540,Terra,MODIS,78,6.1NRT,288.13,21.23,D
USA,64.15157,-147.18617,312.71,1.19,1.09,2025-06-22,540,Terra,MODIS,66,6.1NRT,286.7,14.58,D
USA,64.17586,-142.57784,333.47,1.01,1.01,2025-06-22,540,Terra,MODIS,88,6.1NRT,288.53,35.03,D
USA,64.1789,-142.55844,325.88,1.01,1.01,2025-06-22,540,Terra,MODIS,84,6.1NRT,288.99,25.03,D
USA,64.18427,-142.58501,348,1.01,1.01,2025-06-22,540,Terra,MODIS,95,6.1NRT,288.16,60.35,D
USA,64.18732,-142.56557,311.89,1.01,1.01,2025-06-22,540,Terra,MODIS,45,6.1NRT,287.09,11.22,D
USA,64.22213,-147.73268,340.23,1.22,1.1,2025-06-22,540,Terra,MODIS,65,6.1NRT,287.01,54.74,D
USA,64.4621,-145.88831,301.64,1.1,1.05,2025-06-22,540,Terra,MODIS,48,6.1NRT,287.19,6.27,D
USA,64.46595,-145.86703,310.55,1.1,1.05,2025-06-22,540,Terra,MODIS,70,6.1NRT,287.37,12.56,D
USA,64.61132,-146.14961,302.43,1.11,1.05,2025-06-22,540,Terra,MODIS,48,6.1NRT,283.94,6.79,D
USA,65.12968,-147.7807,327.95,1.16,1.07,2025-06-22,540,Terra,MODIS,85,6.1NRT,287.65,32.87,D
USA,65.13854,-147.78931,317.32,1.16,1.07,2025-06-22,540,Terra,MODIS,77,6.1NRT,286.07,19.98,D
USA,65.15057,-148.08012,306.84,1.18,1.08,2025-06-22,540,Terra,MODIS,0,6.1NRT,273.17,13.4,D
USA,65.40292,-142.2879,311.79,1,1,2025-06-22,540,Terra,MODIS,46,6.1NRT,289.87,9.95,D
USA,65.4059,-142.26768,317.58,1,1,2025-06-22,540,Terra,MODIS,74,6.1NRT,289.87,14.68,D
USA,65.40665,-146.71193,304.1,1.1,1.04,2025-06-22,540,Terra,MODIS,58,6.1NRT,286.03,8.07,D
USA,65.54121,-150.30554,324.34,1.28,1.12,2025-06-22,540,Terra,MODIS,31,6.1NRT,283.97,29.5,D
USA,65.54633,-150.28087,329.62,1.28,1.12,2025-06-22,540,Terra,MODIS,59,6.1NRT,279.51,34.74,D
USA,67.35833,-144.7057,300.12,1,1,2025-06-22,540,Terra,MODIS,28,6.1NRT,288.7,3.78,D
USA,67.36162,-144.6841,306.46,1,1,2025-06-22,540,Terra,MODIS,64,6.1NRT,288.18,7.5,D
USA,67.46867,-150.95061,314.5,1.17,1.08,2025-06-22,540,Terra,MODIS,47,6.1NRT,284.03,16.29,D
USA,67.47712,-150.96254,317.9,1.17,1.08,2025-06-22,540,Terra,MODIS,42,6.1NRT,284.97,19.44,D
USA,67.48174,-150.93927,341.18,1.17,1.08,2025-06-22,540,Terra,MODIS,92,6.1NRT,286.98,56.58,D
USA,67.4856,-150.97427,319.7,1.17,1.08,2025-06-22,540,Terra,MODIS,54,6.1NRT,284.84,21.84,D
USA,69.46507,-155.25568,318.64,1.22,1.1,2025-06-22,540,Terra,MODIS,79,6.1NRT,288.51,23.29,D
USA,69.46597,-155.26425,328.93,1.22,1.1,2025-06-22,540,Terra,MODIS,86,6.1NRT,288.74,37.18,D
USA,19.3993,-155.27534,305.49,2.25,1.45,2025-06-22,703,Terra,MODIS,32,6.1NRT,293.53,27.23,N
USA,19.4083,-155.29808,318.29,2.26,1.46,2025-06-22,703,Terra,MODIS,96,6.1NRT,292.84,57.11,N
USA,19.41189,-155.27805,341.07,2.25,1.45,2025-06-22,703,Terra,MODIS,100,6.1NRT,305.79,153.45,N
USA,63.24557,-143.07393,304.21,4.19,1.9,2025-06-22,716,Terra,MODIS,59,6.1NRT,285.72,61.43,D
USA,63.24654,-143.16632,301.74,4.17,1.89,2025-06-22,716,Terra,MODIS,44,6.1NRT,285.48,50.37,D
USA,63.24956,-143.08066,301.68,4.19,1.9,2025-06-22,716,Terra,MODIS,27,6.1NRT,286.13,46.43,D
USA,63.53797,-143.65434,300.52,4,1.86,2025-06-22,716,Terra,MODIS,29,6.1NRT,287.27,40.93,D
USA,63.53872,-143.73392,306.4,3.97,1.85,2025-06-22,716,Terra,MODIS,68,6.1NRT,288.3,63.48,D
USA,63.54967,-143.72845,300.56,3.97,1.85,2025-06-22,716,Terra,MODIS,27,6.1NRT,287.75,35.94,D
USA,63.58582,-155.24057,318.25,1.55,1.23,2025-06-22,716,Terra,MODIS,27,6.1NRT,281.65,34.22,D
USA,63.58804,-155.21008,328.06,1.55,1.23,2025-06-22,716,Terra,MODIS,86,6.1NRT,284.95,52.93,D
USA,63.59887,-155.21388,325.43,1.55,1.23,2025-06-22,716,Terra,MODIS,100,6.1NRT,282.57,46.89,D
USA,63.61195,-155.18704,305.24,1.55,1.23,2025-06-22,716,Terra,MODIS,26,6.1NRT,278.31,14.71,D
USA,63.69093,-155.35181,305.95,1.54,1.22,2025-06-22,716,Terra,MODIS,63,6.1NRT,281.17,17.54,D
USA,63.78456,-144.27933,355.44,3.8,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,291.45,527.67,D
USA,63.78469,-154.67741,319.41,1.62,1.25,2025-06-22,716,Terra,MODIS,99,6.1NRT,272.5,44.61,D
USA,63.78481,-144.36208,358.87,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,294.66,575.27,D
USA,63.79207,-144.28812,347.68,3.8,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,291.73,407.09,D
USA,63.79255,-144.36906,339.25,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,293.53,291.53,D
USA,63.79573,-154.68185,331.78,1.62,1.25,2025-06-22,716,Terra,MODIS,100,6.1NRT,272.13,72.78,D
USA,63.79787,-154.65015,319.64,1.63,1.26,2025-06-22,716,Terra,MODIS,99,6.1NRT,270.65,44.71,D
USA,63.80082,-144.28297,304.77,3.8,1.82,2025-06-22,716,Terra,MODIS,54,6.1NRT,287.9,55.71,D
USA,63.80101,-144.3596,316.28,3.78,1.82,2025-06-22,716,Terra,MODIS,93,6.1NRT,290.6,106.84,D
USA,63.80873,-144.36516,301.82,3.78,1.82,2025-06-22,716,Terra,MODIS,17,6.1NRT,288.75,37.33,D
USA,63.84965,-144.50763,301.01,3.73,1.81,2025-06-22,716,Terra,MODIS,36,6.1NRT,289.23,31.28,D
USA,63.84966,-144.43123,303.99,3.75,1.81,2025-06-22,716,Terra,MODIS,58,6.1NRT,289.43,43.95,D
USA,63.85759,-144.43823,328.76,3.75,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,292.7,187.1,D
USA,63.8578,-144.51732,315.85,3.73,1.81,2025-06-22,716,Terra,MODIS,92,6.1NRT,291.29,99.45,D
USA,63.87357,-144.36766,349.81,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,293.12,430.47,D
USA,63.87376,-144.44035,342.98,3.75,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,296.62,325.29,D
USA,63.87392,-144.51698,318.99,3.73,1.81,2025-06-22,716,Terra,MODIS,98,6.1NRT,292.82,111.96,D
USA,63.87404,-144.59164,311.25,3.71,1.8,2025-06-22,716,Terra,MODIS,82,6.1NRT,290.83,66.91,D
USA,63.88035,-144.29811,316.63,3.8,1.82,2025-06-22,716,Terra,MODIS,25,6.1NRT,282.41,101.1,D
USA,63.88081,-144.37363,368.5,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,298.57,754.21,D
USA,63.88119,-144.44374,339,3.75,1.81,2025-06-22,716,Terra,MODIS,93,6.1NRT,297.29,281.82,D
USA,63.88157,-144.51974,317.51,3.73,1.81,2025-06-22,716,Terra,MODIS,66,6.1NRT,292.78,98.68,D
USA,63.8819,-144.59503,313.17,3.71,1.8,2025-06-22,716,Terra,MODIS,57,6.1NRT,290.77,69.3,D
USA,63.88958,-144.29707,318.77,3.8,1.82,2025-06-22,716,Terra,MODIS,65,6.1NRT,280.74,117.96,D
USA,63.88977,-144.37138,421.85,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,300.26,2814.66,D
USA,63.88992,-144.44032,375.18,3.75,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,300.03,899.18,D
USA,63.89004,-144.51483,321.38,3.73,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,292.93,116.88,D
USA,63.89012,-144.59106,312.15,3.71,1.8,2025-06-22,716,Terra,MODIS,41,6.1NRT,290.29,63.8,D
USA,63.89662,-144.30205,317,3.8,1.82,2025-06-22,716,Terra,MODIS,52,6.1NRT,280.19,103.17,D
USA,63.89702,-144.3756,416.39,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,295.3,2502.33,D
USA,63.89736,-144.44492,372.8,3.75,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,298,839.78,D
USA,63.89769,-144.51871,328.18,3.73,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,293.53,168.69,D
USA,63.89799,-144.59622,310.69,3.71,1.8,2025-06-22,716,Terra,MODIS,42,6.1NRT,290.61,59.45,D
USA,63.90598,-144.36989,337.19,3.78,1.82,2025-06-22,716,Terra,MODIS,100,6.1NRT,286.75,267.98,D
USA,63.90609,-144.4433,340.76,3.75,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,291.41,295.24,D
USA,63.90617,-144.51549,326.68,3.73,1.81,2025-06-22,716,Terra,MODIS,100,6.1NRT,292.51,161.57,D
USA,63.9062,-144.59227,317.85,3.71,1.8,2025-06-22,716,Terra,MODIS,96,6.1NRT,291.8,102.29,D
USA,63.91382,-144.52022,307.44,3.73,1.81,2025-06-22,716,Terra,MODIS,61,6.1NRT,290.41,49.5,D
USA,63.91407,-144.59431,314.78,3.71,1.8,2025-06-22,716,Terra,MODIS,90,6.1NRT,291.02,86.66,D
USA,63.92229,-144.58815,302.5,3.71,1.8,2025-06-22,716,Terra,MODIS,46,6.1NRT,289.56,32.18,D
USA,64.01389,-142.55325,300.69,4.38,1.93,2025-06-22,716,Terra,MODIS,32,6.1NRT,282.54,54.46,D
USA,64.46012,-145.86583,308.5,3.35,1.73,2025-06-22,716,Terra,MODIS,75,6.1NRT,282.88,67,D
USA,64.46408,-145.85954,308.39,3.35,1.73,2025-06-22,716,Terra,MODIS,74,6.1NRT,282.91,63.37,D
USA,64.72787,-148.69415,346.84,2.68,1.57,2025-06-22,716,Terra,MODIS,100,6.1NRT,285.47,235.27,D
USA,64.73255,-148.69986,354.54,2.68,1.57,2025-06-22,716,Terra,MODIS,100,6.1NRT,288.2,303.51,D
USA,64.74041,-148.75151,308.23,2.66,1.57,2025-06-22,716,Terra,MODIS,32,6.1NRT,286.4,35.16,D
USA,64.74182,-148.69731,341.52,2.68,1.57,2025-06-22,716,Terra,MODIS,100,6.1NRT,287.95,194.3,D
USA,64.75587,-148.69676,306,2.68,1.57,2025-06-22,716,Terra,MODIS,25,6.1NRT,286.97,29.8,D
USA,64.84795,-145.03607,301.83,3.6,1.78,2025-06-22,716,Terra,MODIS,45,6.1NRT,276.78,51.01,D
USA,65.22864,-153.46902,303.42,1.86,1.33,2025-06-22,716,Terra,MODIS,54,6.1NRT,284.17,23.54,D
USA,65.62632,-156.78821,305.04,1.48,1.2,2025-06-22,716,Terra,MODIS,40,6.1NRT,284.1,13.27,D
USA,69.46008,-155.24748,305.15,1.87,1.34,2025-06-22,716,Terra,MODIS,61,6.1NRT,278.32,22.54,D
USA,36.56192,-82.61798,301.48,1.01,1.01,2025-06-22,835,Aqua,MODIS,41,6.1NRT,291.13,4.67,N
USA,40.75842,-81.42323,303.17,1.02,1.01,2025-06-22,835,Aqua,MODIS,54,6.1NRT,293.16,4.76,N
USA,40.76006,-81.4349,305.5,1.02,1.01,2025-06-22,835,Aqua,MODIS,65,6.1NRT,293.48,6.24,N
USA,42.30275,-83.14965,320.23,1.17,1.08,2025-06-22,835,Aqua,MODIS,100,6.1NRT,294.39,20.07,N
USA,32.28651,-90.1849,309.85,2.16,1.43,2025-06-22,837,Aqua,MODIS,78,6.1NRT,291.01,26.43,N
USA,33.0188,-79.8789,313.62,1.17,1.08,2025-06-22,837,Aqua,MODIS,87,6.1NRT,293.84,14.25,N
USA,37.35883,-113.48404,313.14,2.06,1.4,2025-06-22,1013,Aqua,MODIS,44,6.1NRT,277.76,41.7,N
USA,37.36941,-113.46354,306.98,2.05,1.39,2025-06-22,1013,Aqua,MODIS,42,6.1NRT,277.6,30.76,N
USA,37.37143,-113.48633,300.22,2.06,1.4,2025-06-22,1013,Aqua,MODIS,2,6.1NRT,277.93,19.33,N
USA,37.40821,-113.44652,305.04,2.05,1.39,2025-06-22,1013,Aqua,MODIS,17,6.1NRT,278.65,26.9,N
USA,37.42053,-113.44584,301.59,2.05,1.39,2025-06-22,1013,Aqua,MODIS,28,6.1NRT,278.65,23.16,N
USA,37.62341,-112.28593,300.93,1.74,1.29,2025-06-22,1013,Aqua,MODIS,12,6.1NRT,276.51,16.51,N
USA,32.89756,-108.15556,311.47,1.01,1.01,2025-06-22,1015,Aqua,MODIS,69,6.1NRT,285.45,12.89,N
USA,32.90631,-108.15382,300.92,1.01,1.01,2025-06-22,1015,Aqua,MODIS,25,6.1NRT,281,6.65,N
USA,32.9078,-108.16416,305.82,1.01,1.01,2025-06-22,1015,Aqua,MODIS,44,6.1NRT,273.78,9.77,N
USA,33.42144,-110.85605,318.53,1.26,1.12,2025-06-22,1015,Aqua,MODIS,97,6.1NRT,293.46,23.6,N
USA,63.36781,-141.37053,301.69,1.01,1.01,2025-06-22,1323,Aqua,MODIS,48,6.1NRT,282.96,7.14,D
USA,63.37102,-141.38976,302.17,1.01,1.01,2025-06-22,1323,Aqua,MODIS,50,6.1NRT,282.54,6.98,D
USA,63.40021,-141.45029,302.32,1.01,1.01,2025-06-22,1323,Aqua,MODIS,48,6.1NRT,279.65,7.58,D
USA,63.41412,-141.82242,304.14,1.01,1,2025-06-22,1323,Aqua,MODIS,36,6.1NRT,281.29,7.84,D
USA,63.52825,-143.72504,307.85,1,1,2025-06-22,1323,Aqua,MODIS,58,6.1NRT,278.1,10.21,D
USA,63.85811,-144.42863,302.77,1.02,1.01,2025-06-22,1323,Aqua,MODIS,0,6.1NRT,276.67,6.81,D
USA,63.86087,-144.44814,317.14,1.02,1.01,2025-06-22,1323,Aqua,MODIS,0,6.1NRT,280.03,17.26,D
USA,63.86599,-144.55144,326.26,1.02,1.01,2025-06-22,1323,Aqua,MODIS,52,6.1NRT,282.9,23.64,D
USA,63.9105,-144.59875,339.47,1.02,1.01,2025-06-22,1323,Aqua,MODIS,36,6.1NRT,294.77,40.39,D
USA,63.91114,-144.4686,311.5,1.02,1.01,2025-06-22,1323,Aqua,MODIS,41,6.1NRT,279.1,11.79,D
USA,65.13641,-147.78023,312.09,1.19,1.09,2025-06-22,1323,Aqua,MODIS,72,6.1NRT,285.25,17.87,D
USA,65.35404,-144.31932,314.56,1.04,1.02,2025-06-22,1323,Aqua,MODIS,17,6.1NRT,283.64,13.87,D
USA,65.35686,-144.34047,322.1,1.04,1.02,2025-06-22,1323,Aqua,MODIS,67,6.1NRT,286.76,21.13,D
USA,19.40281,-155.26955,310.34,1.63,1.26,2025-06-22,1338,Aqua,MODIS,70,6.1NRT,294.35,22.94,N
USA,19.4054,-155.28438,331.7,1.63,1.26,2025-06-22,1338,Aqua,MODIS,100,6.1NRT,299.19,66.81,N
USA,19.41371,-155.26729,329.11,1.63,1.26,2025-06-22,1338,Aqua,MODIS,100,6.1NRT,302.6,59.98,N
USA,19.41442,-155.26025,307.31,1.63,1.26,2025-06-22,1338,Aqua,MODIS,71,6.1NRT,292.56,18.12,N
USA,19.41634,-155.28249,334.44,1.63,1.26,2025-06-22,1338,Aqua,MODIS,100,6.1NRT,301.71,74.33,N
USA,19.41711,-155.27512,335.65,1.63,1.26,2025-06-22,1338,Aqua,MODIS,100,6.1NRT,304.22,78.13,N
USA,19.41992,-155.29066,303.21,1.62,1.25,2025-06-22,1338,Aqua,MODIS,42,6.1NRT,291.31,12.61,N
USA,65.62876,-156.77263,310.29,1.33,1.14,2025-06-22,1501,Aqua,MODIS,35,6.1NRT,280.29,18.84,D
USA,41.29898,-86.63873,316.92,1.2,1.09,2025-06-22,1548,Terra,MODIS,42,6.1NRT,302.96,7.85,D
USA,41.394,-88.43163,317.8,1.04,1.02,2025-06-22,1548,Terra,MODIS,60,6.1NRT,301.73,5.87,D
USA,41.98381,-84.96794,313.48,1.39,1.17,2025-06-22,1548,Terra,MODIS,30,6.1NRT,301.93,7.78,D
USA,42.22694,-85.78699,315.73,1.25,1.11,2025-06-22,1548,Terra,MODIS,46,6.1NRT,303.05,7.42,D
USA,44.89531,-89.52172,313.98,1.01,1,2025-06-22,1548,Terra,MODIS,58,6.1NRT,300.56,5.66,D
USA,38.20739,-85.54836,318.95,1.55,1.23,2025-06-22,1550,Terra,MODIS,39,6.1NRT,301.2,12.9,D
USA,38.29786,-85.53195,317.87,1.54,1.22,2025-06-22,1550,Terra,MODIS,43,6.1NRT,301.6,12.99,D
USA,39.83669,-82.92609,318.3,2.02,1.38,2025-06-22,1550,Terra,MODIS,34,6.1NRT,301.99,18.48,D
USA,40.27651,-84.19847,316.85,1.66,1.27,2025-06-22,1550,Terra,MODIS,57,6.1NRT,301.04,11.1,D
USA,29.96062,-84.45852,312.22,2.84,1.61,2025-06-22,1552,Terra,MODIS,41,6.1NRT,296.76,31.39,D
USA,30.33676,-94.34518,313.19,1.03,1.01,2025-06-22,1552,Terra,MODIS,53,6.1NRT,297.07,6.23,D
USA,30.82069,-87.17596,319.94,1.77,1.3,2025-06-22,1552,Terra,MODIS,74,6.1NRT,294.68,26.38,D
USA,30.82327,-87.18112,316.15,1.77,1.3,2025-06-22,1552,Terra,MODIS,69,6.1NRT,294.87,19.55,D
USA,30.93144,-94.3857,322.18,1.04,1.02,2025-06-22,1552,Terra,MODIS,75,6.1NRT,296.33,14.05,D
USA,30.94038,-94.38412,320.39,1.04,1.02,2025-06-22,1552,Terra,MODIS,70,6.1NRT,296.96,12.07,D
USA,30.95281,-87.74686,312.5,1.62,1.25,2025-06-22,1552,Terra,MODIS,62,6.1NRT,293.46,14.23,D
USA,31.05785,-89.54465,309.97,1.26,1.12,2025-06-22,1552,Terra,MODIS,51,6.1NRT,296.11,6.14,D
USA,31.35438,-94.65934,317.94,1.06,1.03,2025-06-22,1552,Terra,MODIS,69,6.1NRT,298.59,9.8,D
USA,31.51309,-91.44157,317.33,1.05,1.02,2025-06-22,1552,Terra,MODIS,70,6.1NRT,301.73,9.57,D
USA,31.78738,-91.2991,315.78,1.05,1.02,2025-06-22,1552,Terra,MODIS,54,6.1NRT,300.33,8.6,D
USA,31.78905,-91.30984,314.73,1.05,1.02,2025-06-22,1552,Terra,MODIS,53,6.1NRT,299.27,7.47,D
USA,31.83111,-89.58691,311.3,1.22,1.1,2025-06-22,1552,Terra,MODIS,57,6.1NRT,296.4,5.6,D
USA,32.22078,-88.68246,309.72,1.34,1.15,2025-06-22,1552,Terra,MODIS,36,6.1NRT,295.41,5.98,D
USA,32.34172,-90.2422,316.82,1.13,1.06,2025-06-22,1552,Terra,MODIS,67,6.1NRT,298.97,7.44,D
USA,32.91613,-94.71523,316.31,1.09,1.04,2025-06-22,1552,Terra,MODIS,46,6.1NRT,301.68,8.78,D
USA,32.95911,-87.65328,310.54,1.49,1.21,2025-06-22,1552,Terra,MODIS,55,6.1NRT,295.98,8.23,D
USA,33.30465,-87.238,313.08,1.56,1.23,2025-06-22,1552,Terra,MODIS,63,6.1NRT,298.32,12.81,D
USA,33.33079,-87.00169,313.29,1.61,1.25,2025-06-22,1552,Terra,MODIS,48,6.1NRT,297.71,11.05,D
USA,33.33613,-86.7882,312.95,1.66,1.27,2025-06-22,1552,Terra,MODIS,40,6.1NRT,297.34,11.88,D
USA,33.51831,-89.72796,311.2,1.14,1.07,2025-06-22,1552,Terra,MODIS,50,6.1NRT,298.11,5.61,D
USA,33.57034,-91.33289,320.44,1.02,1.01,2025-06-22,1552,Terra,MODIS,39,6.1NRT,304.06,9.8,D
USA,33.57506,-88.03268,313.75,1.38,1.16,2025-06-22,1552,Terra,MODIS,64,6.1NRT,296.5,11.14,D
USA,33.6107,-86.14584,312.59,1.8,1.31,2025-06-22,1552,Terra,MODIS,42,6.1NRT,295.83,11.54,D
USA,33.68181,-87.82643,311.78,1.41,1.18,2025-06-22,1552,Terra,MODIS,58,6.1NRT,297.86,8.52,D
USA,33.90962,-89.00347,314.48,1.22,1.1,2025-06-22,1552,Terra,MODIS,29,6.1NRT,298.78,7.48,D
USA,33.91718,-86.2881,314.22,1.73,1.29,2025-06-22,1552,Terra,MODIS,66,6.1NRT,294.37,17.17,D
USA,33.91913,-86.29415,308.99,1.73,1.29,2025-06-22,1552,Terra,MODIS,50,6.1NRT,294.36,8.87,D
USA,34.00039,-88.74131,315.14,1.25,1.11,2025-06-22,1552,Terra,MODIS,61,6.1NRT,298.29,7.72,D
USA,34.19412,-87.62662,310.77,1.42,1.18,2025-06-22,1552,Terra,MODIS,52,6.1NRT,296.52,7.86,D
USA,34.27473,-89.02123,316.98,1.2,1.09,2025-06-22,1552,Terra,MODIS,27,6.1NRT,299.28,8.8,D
USA,34.43793,-84.90839,313.15,2.07,1.4,2025-06-22,1552,Terra,MODIS,28,6.1NRT,296.65,14.83,D
